date,category,search_volume,revenue,click_through_rate,conversion_rate,day_of_week,month,quarter
2023-09-23,Home,535,242.93,0.1428,0.098225,5,9,3
2023-09-23,Toys,145,77.08,0.1792,0.1027,5,9,3
2023-09-24,Beauty,133,38.23,0.0858,0.0624,6,9,3
2023-09-24,Books,153,234.63,0.1472,0.1235,6,9,3
2023-09-24,Clothing,114,17.0,0.1029,0.0396,6,9,3
2023-09-24,Electronics,362,256.33000000000004,0.1591,0.11916666666666666,6,9,3
2023-09-24,Home,419,243.72,0.13316666666666666,0.07803333333333333,6,9,3
2023-09-24,Toys,362,173.36,0.17903333333333335,0.08643333333333332,6,9,3
2023-09-25,Beauty,304,263.40999999999997,0.1903,0.083,0,9,3
2023-09-25,Books,191,129.48,0.14795000000000003,0.08399999999999999,0,9,3
2023-09-25,Clothing,96,32.27,0.0926,0.1283,0,9,3
2023-09-25,Home,579,138.53,0.11570000000000001,0.06333333333333334,0,9,3
2023-09-25,Sports,215,92.57,0.22039999999999998,0.0284,0,9,3
2023-09-25,Toys,279,124.35,0.18826666666666667,0.05553333333333333,0,9,3
2023-09-26,Books,175,237.29,0.1794,0.1015,1,9,3
2023-09-26,Electronics,177,18.619999999999997,0.0857,0.07035,1,9,3
2023-09-26,Home,102,16.35,0.0602,0.1291,1,9,3
2023-09-26,Sports,294,141.05,0.11556666666666666,0.10439999999999999,1,9,3
2023-09-26,Toys,320,129.27,0.2044,0.08749999999999998,1,9,3
2023-09-27,Beauty,323,152.29,0.11449999999999999,0.0827,2,9,3
2023-09-27,Books,101,52.35,0.1582,0.1053,2,9,3
2023-09-27,Clothing,295,113.54,0.14713333333333334,0.07413333333333333,2,9,3
2023-09-27,Home,296,149.92000000000002,0.12233333333333334,0.07853333333333333,2,9,3
2023-09-27,Sports,468,87.50999999999999,0.10882,0.07006,2,9,3
2023-09-27,Toys,72,20.58,0.1501,0.0583,2,9,3
2023-09-28,Beauty,376,146.02,0.1503,0.07315,3,9,3
2023-09-28,Books,302,157.95000000000002,0.12433333333333334,0.0656,3,9,3
2023-09-28,Clothing,583,242.54,0.17278333333333332,0.07629999999999999,3,9,3
2023-09-28,Electronics,200,56.24,0.12045,0.07795,3,9,3
2023-09-28,Home,104,118.32,0.1911,0.0907,3,9,3
2023-09-28,Toys,313,76.67,0.13966666666666666,0.08900000000000001,3,9,3
2023-09-29,Beauty,108,33.71,0.1781,0.0828,4,9,3
2023-09-29,Books,126,39.18,0.1614,0.0523,4,9,3
2023-09-29,Clothing,109,49.47,0.154,0.1178,4,9,3
2023-09-29,Electronics,188,67.06,0.1374,0.08845,4,9,3
2023-09-29,Sports,185,84.1,0.14975,0.07855000000000001,4,9,3
2023-09-29,Toys,99,36.05,0.2398,0.0805,4,9,3
2023-09-30,Beauty,124,102.64,0.1124,0.1432,5,9,3
2023-09-30,Books,144,57.82,0.1556,0.0582,5,9,3
2023-09-30,Electronics,245,211.11,0.20295,0.08324999999999999,5,9,3
2023-09-30,Home,367,161.64999999999998,0.15216666666666667,0.07916666666666666,5,9,3
2023-09-30,Sports,271,206.67999999999998,0.17195,0.12035,5,9,3
2023-09-30,Toys,115,51.13,0.1984,0.0842,5,9,3
2023-10-01,Beauty,499,299.95,0.185375,0.10925,6,10,4
2023-10-01,Books,263,56.56,0.14495,0.0472,6,10,4
2023-10-01,Electronics,133,48.45,0.1778,0.0794,6,10,4
2023-10-01,Home,365,94.48,0.08953333333333334,0.09546666666666666,6,10,4
2023-10-01,Sports,605,152.37,0.10662,0.08348,6,10,4
2023-10-01,Toys,254,107.25,0.151,0.07665,6,10,4
2023-10-02,Beauty,202,44.2,0.14115,0.033850000000000005,0,10,4
2023-10-02,Books,267,195.98999999999998,0.16246666666666668,0.06623333333333332,0,10,4
2023-10-02,Clothing,111,14.43,0.0888,0.0584,0,10,4
2023-10-02,Electronics,91,66.8,0.1729,0.0984,0,10,4
2023-10-02,Home,92,44.91,0.1787,0.074,0,10,4
2023-10-02,Sports,316,135.7,0.15136666666666668,0.11006666666666666,0,10,4
2023-10-02,Toys,395,162.86,0.18235,0.060899999999999996,0,10,4
2023-10-03,Beauty,338,268.99,0.19066666666666668,0.08360000000000001,1,10,4
2023-10-03,Books,313,67.81,0.11866666666666666,0.10616666666666667,1,10,4
2023-10-03,Clothing,212,147.51,0.1234,0.1021,1,10,4
2023-10-03,Electronics,204,155.39,0.17685,0.07980000000000001,1,10,4
2023-10-03,Sports,195,120.03999999999999,0.19455,0.08449999999999999,1,10,4
2023-10-04,Books,221,70.44,0.1063,0.089,2,10,4
2023-10-04,Clothing,185,41.120000000000005,0.1406,0.058550000000000005,2,10,4
2023-10-04,Sports,188,83.51,0.1583,0.04735,2,10,4
2023-10-04,Toys,196,86.34,0.13495,0.0926,2,10,4
2023-10-05,Beauty,192,77.67999999999999,0.0773,0.06434999999999999,3,10,4
2023-10-05,Books,197,52.14,0.0462,0.11525,3,10,4
2023-10-05,Clothing,332,255.41,0.16065000000000002,0.09002500000000001,3,10,4
2023-10-05,Electronics,377,58.68,0.130525,0.05005,3,10,4
2023-10-05,Sports,206,52.46,0.1219,0.0741,3,10,4
2023-10-05,Toys,307,132.91,0.13416666666666668,0.07026666666666667,3,10,4
2023-10-06,Beauty,216,47.910000000000004,0.1155,0.09065000000000001,4,10,4
2023-10-06,Books,89,44.59,0.1021,0.072,4,10,4
2023-10-06,Clothing,99,21.87,0.047,0.0741,4,10,4
2023-10-06,Electronics,195,153.28,0.162,0.07925,4,10,4
2023-10-06,Home,209,48.88,0.11860000000000001,0.0896,4,10,4
2023-10-06,Sports,192,65.78,0.1632,0.0795,4,10,4
2023-10-07,Beauty,119,45.42,0.1301,0.0754,5,10,4
2023-10-07,Books,365,174.65,0.15816666666666668,0.09983333333333333,5,10,4
2023-10-07,Clothing,149,52.39,0.233,0.1107,5,10,4
2023-10-07,Electronics,252,67.34,0.14395000000000002,0.07550000000000001,5,10,4
2023-10-07,Home,136,54.54,0.2856,0.0813,5,10,4
2023-10-07,Sports,294,61.37,0.0998,0.0493,5,10,4
2023-10-08,Beauty,397,417.7,0.17076666666666665,0.08586666666666666,6,10,4
2023-10-08,Books,257,249.01,0.15635,0.10550000000000001,6,10,4
2023-10-08,Clothing,130,36.7,0.1375,0.1127,6,10,4
2023-10-08,Home,605,345.25,0.13622,0.09964,6,10,4
2023-10-08,Sports,938,275.78999999999996,0.15044285714285716,0.07351428571428571,6,10,4
2023-10-08,Toys,254,159.53,0.14625,0.1117,6,10,4
2023-10-09,Beauty,300,299.11,0.16773333333333332,0.1176,0,10,4
2023-10-09,Books,306,165.86,0.1726,0.08703333333333334,0,10,4
2023-10-09,Clothing,115,0.22,0.05,0.001,0,10,4
2023-10-09,Electronics,107,138.13,0.1548,0.1142,0,10,4
2023-10-09,Home,86,15.61,0.1873,0.0561,0,10,4
2023-10-09,Sports,207,105.03,0.14615,0.0664,0,10,4
2023-10-09,Toys,219,146.57999999999998,0.21825,0.0838,0,10,4
2023-10-10,Beauty,188,100.87,0.1781,0.08245,1,10,4
2023-10-10,Books,393,119.53,0.14982499999999999,0.07995,1,10,4
2023-10-10,Clothing,205,116.68,0.15345,0.0448,1,10,4
2023-10-10,Electronics,114,54.76,0.1992,0.069,1,10,4
2023-10-10,Home,94,12.36,0.1412,0.031,1,10,4
2023-10-10,Sports,630,136.88,0.1369,0.0738,1,10,4
2023-10-10,Toys,90,31.26,0.1404,0.0785,1,10,4
2023-10-11,Beauty,637,100.8,0.0941,0.0666,2,10,4
2023-10-11,Books,92,32.48,0.1738,0.0853,2,10,4
2023-10-11,Clothing,311,139.56,0.17466666666666666,0.08846666666666665,2,10,4
2023-10-11,Home,197,67.27,0.1701,0.0983,2,10,4
2023-10-11,Sports,100,102.49,0.2323,0.0826,2,10,4
2023-10-11,Toys,102,24.36,0.0984,0.0756,2,10,4
2023-10-12,Books,88,44.52,0.1642,0.0558,3,10,4
2023-10-12,Clothing,282,114.44999999999999,0.11623333333333334,0.09643333333333333,3,10,4
2023-10-12,Electronics,398,243.1,0.1411,0.09559999999999999,3,10,4
2023-10-12,Sports,95,19.03,0.1321,0.0665,3,10,4
2023-10-12,Toys,103,90.93,0.2773,0.0789,3,10,4
2023-10-13,Beauty,303,119.36999999999999,0.0698,0.10023333333333334,4,10,4
2023-10-13,Clothing,199,86.06,0.13405,0.0768,4,10,4
2023-10-13,Sports,372,111.91999999999999,0.091675,0.06775,4,10,4
2023-10-13,Toys,174,19.18,0.15045,0.02485,4,10,4
2023-10-14,Beauty,141,51.07,0.2057,0.0484,5,10,4
2023-10-14,Books,504,204.63,0.13685,0.075375,5,10,4
2023-10-14,Electronics,227,118.43,0.16494999999999999,0.05815,5,10,4
2023-10-14,Sports,376,196.43,0.16146666666666668,0.08836666666666666,5,10,4
2023-10-14,Toys,237,95.75999999999999,0.1575,0.0475,5,10,4
2023-10-15,Beauty,516,232.62,0.1712,0.101075,6,10,4
2023-10-15,Books,109,60.48,0.1586,0.0868,6,10,4
2023-10-15,Clothing,130,136.17,0.1716,0.1405,6,10,4
2023-10-15,Electronics,130,15.44,0.2558,0.0381,6,10,4
2023-10-15,Home,397,173.2,0.1348,0.0948,6,10,4
2023-10-15,Sports,165,206.64,0.2372,0.0908,6,10,4
2023-10-15,Toys,260,111.88000000000001,0.12385,0.1018,6,10,4
2023-10-16,Beauty,205,76.68,0.18905,0.04975,0,10,4
2023-10-16,Books,104,106.25,0.1729,0.1343,0,10,4
2023-10-16,Clothing,274,178.19,0.1537666666666667,0.09956666666666668,0,10,4
2023-10-16,Electronics,306,56.45,0.10289999999999999,0.06273333333333334,0,10,4
2023-10-16,Home,528,124.12,0.10053999999999999,0.06544,0,10,4
2023-10-16,Sports,112,48.98,0.1176,0.0965,0,10,4
2023-10-17,Beauty,244,58.73,0.16726666666666667,0.0506,1,10,4
2023-10-17,Books,118,39.6,0.1102,0.0802,1,10,4
2023-10-17,Clothing,181,45.86,0.09535,0.14515,1,10,4
2023-10-17,Electronics,100,41.49,0.1322,0.1196,1,10,4
2023-10-17,Home,189,91.94,0.153,0.06815,1,10,4
2023-10-17,Sports,397,134.74,0.16147499999999998,0.0716,1,10,4
2023-10-17,Toys,95,19.03,0.1797,0.0281,1,10,4
2023-10-18,Beauty,187,148.54000000000002,0.13785,0.08845,2,10,4
2023-10-18,Books,112,42.05,0.1026,0.1002,2,10,4
2023-10-18,Clothing,299,126.27,0.09676666666666667,0.09086666666666667,2,10,4
2023-10-18,Electronics,192,162.86,0.1789,0.060899999999999996,2,10,4
2023-10-18,Home,115,27.24,0.1385,0.06,2,10,4
2023-10-18,Sports,89,22.03,0.0823,0.0772,2,10,4
2023-10-18,Toys,224,51.660000000000004,0.14780000000000001,0.09965,2,10,4
2023-10-19,Beauty,318,48.599999999999994,0.11599999999999999,0.07266666666666667,3,10,4
2023-10-19,Books,408,355.74,0.164225,0.07075000000000001,3,10,4
2023-10-19,Clothing,211,113.96000000000001,0.15144999999999997,0.0827,3,10,4
2023-10-19,Home,598,252.70000000000002,0.14343333333333333,0.07454999999999999,3,10,4
2023-10-19,Sports,95,46.88,0.1981,0.0802,3,10,4
2023-10-19,Toys,275,93.02000000000001,0.1708333333333333,0.09513333333333333,3,10,4
2023-10-20,Beauty,188,64.6,0.16845,0.0597,4,10,4
2023-10-20,Books,199,44.08,0.16045,0.0417,4,10,4
2023-10-20,Clothing,318,201.15,0.16466666666666666,0.0934,4,10,4
2023-10-20,Electronics,191,109.66000000000001,0.19265,0.09715,4,10,4
2023-10-20,Home,307,395.62,0.20806666666666665,0.11576666666666667,4,10,4
2023-10-20,Sports,180,142.62,0.09970000000000001,0.0821,4,10,4
2023-10-20,Toys,208,108.11,0.14335,0.10569999999999999,4,10,4
2023-10-21,Books,528,267.43,0.13985,0.081575,5,10,4
2023-10-21,Clothing,266,92.7,0.1472,0.058050000000000004,5,10,4
2023-10-21,Electronics,135,67.46,0.1811,0.0693,5,10,4
2023-10-21,Home,224,126.34,0.12795,0.07285,5,10,4
2023-10-22,Beauty,763,256.14,0.13228333333333334,0.06638333333333334,6,10,4
2023-10-22,Books,111,158.9,0.292,0.0913,6,10,4
2023-10-22,Electronics,140,157.17,0.1579,0.0762,6,10,4
2023-10-22,Home,246,84.6,0.1275,0.0659,6,10,4
2023-10-22,Sports,231,90.77000000000001,0.217,0.06125,6,10,4
2023-10-23,Beauty,86,29.64,0.1908,0.0586,0,10,4
2023-10-23,Books,185,98.81,0.15925,0.07855,0,10,4
2023-10-23,Clothing,200,367.12,0.19285000000000002,0.0999,0,10,4
2023-10-23,Electronics,270,89.78999999999999,0.11556666666666666,0.06376666666666668,0,10,4
2023-10-23,Home,304,121.78,0.1809333333333333,0.08546666666666668,0,10,4
2023-10-23,Sports,213,175.95,0.18425,0.08285000000000001,0,10,4
2023-10-24,Beauty,418,136.10999999999999,0.18725,0.0891,1,10,4
2023-10-24,Clothing,398,114.47,0.138375,0.07567499999999999,1,10,4
2023-10-24,Electronics,398,220.9,0.13705,0.08182500000000001,1,10,4
2023-10-24,Home,108,71.55,0.2046,0.0924,1,10,4
2023-10-24,Sports,192,42.879999999999995,0.10225000000000001,0.0528,1,10,4
2023-10-25,Beauty,265,80.92999999999999,0.16103333333333333,0.06386666666666667,2,10,4
2023-10-25,Books,305,162.14,0.1643,0.08766666666666667,2,10,4
2023-10-25,Clothing,418,147.37,0.14179999999999998,0.073225,2,10,4
2023-10-25,Electronics,522,335.48,0.1888,0.08568,2,10,4
2023-10-25,Home,500,354.5,0.17966,0.09596,2,10,4
2023-10-25,Sports,296,118.33,0.13193333333333332,0.09533333333333334,2,10,4
2023-10-25,Toys,106,78.64,0.1129,0.0996,2,10,4
2023-10-26,Books,390,167.42000000000002,0.16785,0.08295,3,10,4
2023-10-26,Clothing,405,120.56,0.112875,0.085975,3,10,4
2023-10-26,Electronics,175,153.57,0.20765,0.1134,3,10,4
2023-10-26,Home,89,25.57,0.1286,0.0659,3,10,4
2023-10-26,Sports,93,35.07,0.1833,0.1104,3,10,4
2023-10-26,Toys,105,22.24,0.1121,0.0652,3,10,4
2023-10-27,Beauty,277,68.15,0.16386666666666666,0.0688,4,10,4
2023-10-27,Books,92,12.52,0.0715,0.0666,4,10,4
2023-10-27,Clothing,187,98.83000000000001,0.1479,0.09705,4,10,4
2023-10-27,Electronics,266,161.20999999999998,0.15526666666666666,0.09823333333333334,4,10,4
2023-10-27,Home,295,201.45999999999998,0.1268,0.13743333333333332,4,10,4
2023-10-27,Sports,210,105.66999999999999,0.10985,0.09505,4,10,4
2023-10-27,Toys,92,102.64,0.1658,0.0906,4,10,4
2023-10-28,Beauty,480,215.51,0.150125,0.0648,5,10,4
2023-10-28,Clothing,244,116.5,0.19985,0.06635,5,10,4
2023-10-28,Electronics,387,183.93,0.1886,0.10113333333333334,5,10,4
2023-10-28,Home,222,51.27,0.1514,0.0482,5,10,4
2023-10-28,Sports,253,85.2,0.0748,0.09825,5,10,4
2023-10-28,Toys,236,66.94,0.1125,0.06415,5,10,4
2023-10-29,Beauty,124,34.77,0.2149,0.0392,6,10,4
2023-10-29,Books,117,62.04,0.1079,0.1353,6,10,4
2023-10-29,Clothing,137,48.31,0.205,0.0948,6,10,4
2023-10-29,Home,588,261.95,0.1852,0.06832,6,10,4
2023-10-29,Sports,146,36.43,0.1236,0.0728,6,10,4
2023-10-30,Beauty,108,47.38,0.1959,0.0703,0,10,4
2023-10-30,Books,217,66.05,0.13065,0.060649999999999996,0,10,4
2023-10-30,Electronics,426,135.87,0.166775,0.0707,0,10,4
2023-10-30,Home,80,31.17,0.1872,0.0636,0,10,4
2023-10-30,Toys,201,90.05,0.18624999999999997,0.06285,0,10,4
2023-10-31,Beauty,109,80.32,0.1618,0.1172,1,10,4
2023-10-31,Books,192,133.36,0.153,0.07675,1,10,4
2023-10-31,Clothing,92,22.83,0.1182,0.0917,1,10,4
2023-10-31,Electronics,299,112.94999999999999,0.15596666666666667,0.08306666666666666,1,10,4
2023-10-31,Home,379,272.87,0.14884999999999998,0.075,1,10,4
2023-10-31,Sports,197,92.26,0.12305,0.1116,1,10,4
2023-10-31,Toys,215,78.56,0.13755,0.06185,1,10,4
2023-11-01,Beauty,299,132.8,0.10775,0.10880000000000001,2,11,4
2023-11-01,Books,444,133.49,0.14683333333333334,0.05803333333333333,2,11,4
2023-11-01,Clothing,142,50.92,0.1075,0.1087,2,11,4
2023-11-01,Electronics,153,187.27,0.1476,0.1538,2,11,4
2023-11-01,Home,331,51.230000000000004,0.14185,0.03315,2,11,4
2023-11-01,Toys,300,180.73000000000002,0.19165,0.08330000000000001,2,11,4
2023-11-02,Books,466,195.22,0.19443333333333332,0.06183333333333333,3,11,4
2023-11-02,Clothing,431,127.96,0.16323333333333334,0.08086666666666666,3,11,4
2023-11-02,Electronics,150,97.04,0.1187,0.1018,3,11,4
2023-11-02,Sports,148,117.01,0.2519,0.0994,3,11,4
2023-11-03,Beauty,725,224.05,0.13748,0.07042000000000001,4,11,4
2023-11-03,Books,608,242.26999999999998,0.15935,0.0837,4,11,4
2023-11-03,Clothing,254,99.37,0.16315000000000002,0.07725000000000001,4,11,4
2023-11-03,Home,163,68.3,0.1636,0.0768,4,11,4
2023-11-03,Sports,157,61.26,0.1759,0.0642,4,11,4
2023-11-03,Toys,141,70.32,0.1677,0.0762,4,11,4
2023-11-04,Beauty,599,231.67000000000002,0.09600000000000002,0.09053333333333334,5,11,4
2023-11-04,Books,420,163.47,0.13419999999999999,0.09125,5,11,4
2023-11-04,Clothing,409,106.15,0.1461,0.07395,5,11,4
2023-11-04,Home,181,208.41,0.2333,0.1509,5,11,4
2023-11-04,Toys,183,31.02,0.0786,0.081,5,11,4
2023-11-05,Beauty,543,150.59,0.16496666666666668,0.06916666666666667,6,11,4
2023-11-05,Electronics,570,212.13,0.2036,0.048466666666666665,6,11,4
2023-11-05,Home,177,185.86,0.1747,0.1342,6,11,4
2023-11-05,Sports,210,89.47,0.1229,0.0842,6,11,4
2023-11-05,Toys,202,90.99,0.1924,0.0777,6,11,4
2023-11-06,Beauty,151,50.72,0.1158,0.1028,0,11,4
2023-11-06,Electronics,492,185.62,0.13673333333333335,0.09986666666666666,0,11,4
2023-11-06,Toys,274,105.82,0.14565,0.1147,0,11,4
2023-11-07,Beauty,263,164.34,0.11180000000000001,0.07055,1,11,4
2023-11-07,Books,290,169.94,0.152,0.0536,1,11,4
2023-11-07,Clothing,461,270.59000000000003,0.14033333333333334,0.11163333333333332,1,11,4
2023-11-07,Electronics,425,219.27,0.14636666666666667,0.09553333333333335,1,11,4
2023-11-07,Home,412,102.49000000000001,0.17886666666666665,0.0546,1,11,4
2023-11-07,Toys,136,92.65,0.1638,0.1018,1,11,4
2023-11-08,Beauty,440,293.14,0.1386,0.08906666666666667,2,11,4
2023-11-08,Books,144,84.22,0.1891,0.1095,2,11,4
2023-11-08,Clothing,262,146.7,0.15375,0.0736,2,11,4
2023-11-08,Electronics,139,23.51,0.0688,0.0853,2,11,4
2023-11-08,Home,280,74.0,0.0957,0.08085,2,11,4
2023-11-08,Sports,725,407.75,0.1282,0.08644,2,11,4
2023-11-08,Toys,283,98.07,0.1632,0.0662,2,11,4
2023-11-09,Beauty,1107,518.4300000000001,0.17594285714285715,0.06814285714285714,3,11,4
2023-11-09,Books,320,123.79,0.15315,0.0867,3,11,4
2023-11-09,Clothing,121,27.53,0.2273,0.0473,3,11,4
2023-11-09,Electronics,301,370.87,0.21284999999999998,0.10869999999999999,3,11,4
2023-11-09,Home,136,68.06,0.1829,0.0754,3,11,4
2023-11-09,Sports,124,18.82,0.1806,0.0506,3,11,4
