timestamp,date,category,product_search_term,search_volume,click_through_rate,conversion_rate,avg_order_value,revenue,day_of_week,month,quarter
2023-09-05 18:46:57,2023-09-05,Beauty,puzzle,100,0.1999,0.0748,44.86,67.1,1,9,3
2023-09-05 18:46:57,2023-09-05,Home,winter jacket,90,0.1744,0.1203,35.6,67.23,1,9,3
2023-09-05 18:46:57,2023-09-05,Toys,hiking boots,106,0.1603,0.1102,45.24,84.69,1,9,3
2023-09-05 18:46:57,2023-09-05,Electronics,resistance bands,119,0.1546,0.0492,35.02,31.68,1,9,3
2023-09-05 18:46:57,2023-09-05,Electronics,resistance bands,109,0.0911,0.0309,37.36,11.47,1,9,3
2023-09-06 18:46:57,2023-09-06,Beauty,moisturizer,103,0.1207,0.1384,39.22,67.48,2,9,3
2023-09-06 18:46:57,2023-09-06,Electronics,board game,96,0.059,0.0908,31.45,16.18,2,9,3
2023-09-06 18:46:57,2023-09-06,Toys,hiking boots,111,0.1284,0.0697,56.93,56.54,2,9,3
2023-09-06 18:46:57,2023-09-06,Beauty,puzzle,87,0.2355,0.0616,30.11,37.99,2,9,3
2023-09-06 18:46:57,2023-09-06,Toys,protein powder,101,0.1168,0.0877,26.58,27.51,2,9,3
2023-09-06 18:46:57,2023-09-06,Sports,desk lamp,107,0.2165,0.1196,39.49,109.46,2,9,3
2023-09-06 18:46:57,2023-09-06,Beauty,yoga mat,92,0.1341,0.0845,22.09,23.04,2,9,3
2023-09-06 18:46:57,2023-09-06,Beauty,face cream,84,0.3189,0.0955,31.84,81.44,2,9,3
2023-09-06 18:46:57,2023-09-06,Electronics,yoga mat,111,0.086,0.1438,8.7,11.94,2,9,3
2023-09-06 18:46:57,2023-09-06,Electronics,running shoes,104,0.1416,0.1571,51.47,119.03,2,9,3
2023-09-06 18:46:57,2023-09-06,Books,yoga mat,96,0.1013,0.0887,23.92,20.63,2,9,3
2023-09-07 18:46:57,2023-09-07,Toys,protein powder,89,0.1213,0.0694,27.7,20.75,3,9,3
2023-09-07 18:46:57,2023-09-07,Books,mystery novel,83,0.1187,0.1117,15.94,17.54,3,9,3
2023-09-07 18:46:57,2023-09-07,Toys,resistance bands,105,0.1266,0.0547,29.43,21.37,3,9,3
2023-09-07 18:46:57,2023-09-07,Beauty,yoga mat,91,0.1051,0.1033,26.37,26.04,3,9,3
2023-09-07 18:46:57,2023-09-07,Sports,protein powder,103,0.0928,0.0457,82.83,36.14,3,9,3
2023-09-07 18:46:57,2023-09-07,Home,wireless headphones,91,0.1873,0.0431,51.45,37.76,3,9,3
2023-09-07 18:46:57,2023-09-07,Beauty,cookbook,105,0.1501,0.1343,31.36,66.38,3,9,3
2023-09-07 18:46:57,2023-09-07,Electronics,winter jacket,93,0.1502,0.0633,41.48,36.7,3,9,3
2023-09-07 18:46:57,2023-09-07,Books,mystery novel,99,0.0982,0.0481,48.79,22.82,3,9,3
2023-09-07 18:46:57,2023-09-07,Toys,puzzle,77,0.0955,0.0368,25.48,6.89,3,9,3
2023-09-07 18:46:57,2023-09-07,Sports,coffee maker,90,0.1328,0.0653,18.29,14.28,3,9,3
2023-09-07 18:46:57,2023-09-07,Sports,desk lamp,76,0.1393,0.1168,53.01,65.58,3,9,3
2023-09-07 18:46:57,2023-09-07,Beauty,face cream,93,0.1717,0.0475,25.18,19.11,3,9,3
2023-09-07 18:46:57,2023-09-07,Toys,moisturizer,101,0.1092,0.1022,33.75,38.04,3,9,3
2023-09-08 18:46:57,2023-09-08,Beauty,moisturizer,102,0.1393,0.0572,33.3,27.07,4,9,3
2023-09-08 18:46:57,2023-09-08,Books,board game,85,0.209,0.0837,64.97,96.62,4,9,3
2023-09-08 18:46:57,2023-09-08,Clothing,resistance bands,91,0.162,0.0791,35.12,40.95,4,9,3
2023-09-08 18:46:57,2023-09-08,Books,resistance bands,105,0.1818,0.0492,44.93,42.2,4,9,3
2023-09-08 18:46:57,2023-09-08,Toys,cookbook,86,0.0915,0.0286,49.89,11.24,4,9,3
2023-09-08 18:46:57,2023-09-08,Clothing,wireless headphones,90,0.061,0.0881,82.1,39.68,4,9,3
2023-09-08 18:46:57,2023-09-08,Clothing,coffee maker,116,0.1312,0.0626,20.48,19.51,4,9,3
2023-09-08 18:46:57,2023-09-08,Beauty,protein powder,114,0.2566,0.0477,54.58,76.19,4,9,3
2023-09-08 18:46:57,2023-09-08,Books,winter jacket,96,0.1196,0.0985,42.68,48.3,4,9,3
2023-09-09 18:46:57,2023-09-09,Toys,moisturizer,141,0.191,0.0763,25.39,52.2,5,9,3
2023-09-09 18:46:57,2023-09-09,Beauty,laptop stand,144,0.1387,0.0281,36.87,20.69,5,9,3
2023-09-09 18:46:57,2023-09-09,Beauty,wireless headphones,130,0.1788,0.122,62.73,177.89,5,9,3
2023-09-09 18:46:57,2023-09-09,Sports,wireless headphones,113,0.1697,0.1038,11.07,22.03,5,9,3
2023-09-09 18:46:57,2023-09-09,Sports,resistance bands,132,0.1833,0.0882,31.53,67.31,5,9,3
2023-09-09 18:46:57,2023-09-09,Home,coffee maker,158,0.0484,0.0729,11.62,6.48,5,9,3
2023-09-10 18:46:57,2023-09-10,Clothing,protein powder,149,0.2272,0.1046,45.26,160.26,6,9,3
2023-09-10 18:46:57,2023-09-10,Clothing,coffee maker,130,0.0412,0.1048,20.2,11.34,6,9,3
2023-09-10 18:46:57,2023-09-10,Clothing,puzzle,126,0.0176,0.0691,30.93,4.75,6,9,3
2023-09-10 18:46:57,2023-09-10,Books,face cream,126,0.0632,0.1277,26.93,27.38,6,9,3
2023-09-10 18:46:57,2023-09-10,Books,puzzle,120,0.1678,0.0402,30.06,24.34,6,9,3
2023-09-10 18:46:57,2023-09-10,Beauty,winter coat,139,0.1808,0.1,53.94,135.65,6,9,3
2023-09-10 18:46:57,2023-09-10,Home,coffee maker,130,0.2044,0.0507,37.75,50.8,6,9,3
2023-09-10 18:46:57,2023-09-10,Sports,yoga mat,140,0.2284,0.0656,23.38,49.06,6,9,3
2023-09-10 18:46:57,2023-09-10,Beauty,winter jacket,131,0.1511,0.0561,37.97,42.16,6,9,3
2023-09-10 18:46:57,2023-09-10,Books,hiking boots,144,0.1612,0.0355,68.44,56.36,6,9,3
2023-09-10 18:46:57,2023-09-10,Home,cookbook,107,0.1661,0.0961,21.13,36.09,6,9,3
2023-09-11 18:46:57,2023-09-11,Books,wireless headphones,107,0.156,0.1042,18.0,31.3,0,9,3
2023-09-11 18:46:57,2023-09-11,Home,face cream,98,0.1427,0.0707,16.89,16.71,0,9,3
2023-09-11 18:46:57,2023-09-11,Sports,face cream,88,0.1768,0.0064,18.96,1.89,0,9,3
2023-09-11 18:46:57,2023-09-11,Clothing,mystery novel,107,0.1051,0.0712,25.23,20.21,0,9,3
2023-09-11 18:46:57,2023-09-11,Toys,cookbook,111,0.1129,0.0633,30.37,24.08,0,9,3
2023-09-11 18:46:57,2023-09-11,Electronics,mystery novel,106,0.0524,0.0629,20.8,7.26,0,9,3
2023-09-11 18:46:57,2023-09-11,Books,winter coat,135,0.0578,0.0872,25.16,17.13,0,9,3
2023-09-11 18:46:57,2023-09-11,Beauty,smartphone case,97,0.1968,0.0614,57.46,67.36,0,9,3
2023-09-11 18:46:57,2023-09-11,Home,smartphone case,113,0.1161,0.1106,43.95,63.76,0,9,3
2023-09-11 18:46:57,2023-09-11,Clothing,coffee maker,89,0.141,0.1075,48.42,65.3,0,9,3
2023-09-11 18:46:57,2023-09-11,Sports,winter jacket,109,0.1734,0.0761,18.22,26.19,0,9,3
2023-09-11 18:46:57,2023-09-11,Home,yoga mat,89,0.1564,0.1028,36.06,51.6,0,9,3
2023-09-11 18:46:57,2023-09-11,Books,smartphone case,106,0.0852,0.1135,101.36,103.86,0,9,3
2023-09-11 18:46:57,2023-09-11,Sports,face cream,102,0.1593,0.0631,61.81,63.4,0,9,3
2023-09-11 18:46:57,2023-09-11,Toys,board game,89,0.1278,0.0334,75.37,28.61,0,9,3
2023-09-11 18:46:57,2023-09-11,Books,wireless headphones,82,0.2009,0.095,48.27,75.53,0,9,3
2023-09-11 18:46:57,2023-09-11,Home,board game,102,0.1276,0.1184,34.26,52.82,0,9,3
2023-09-11 18:46:57,2023-09-11,Clothing,winter coat,104,0.2364,0.0768,23.11,43.64,0,9,3
2023-09-11 18:46:57,2023-09-11,Home,running shoes,100,0.1774,0.0465,53.56,44.15,0,9,3
2023-09-12 18:46:57,2023-09-12,Electronics,face cream,96,0.1827,0.0281,24.35,12.01,1,9,3
2023-09-12 18:46:57,2023-09-12,Toys,face cream,102,0.2023,0.0693,86.93,124.32,1,9,3
2023-09-12 18:46:57,2023-09-12,Toys,coffee maker,90,0.1454,0.0728,57.88,55.14,1,9,3
2023-09-12 18:46:57,2023-09-12,Beauty,coffee maker,99,0.1339,0.0568,31.51,23.75,1,9,3
2023-09-12 18:46:57,2023-09-12,Beauty,board game,78,0.1962,0.1009,40.32,62.29,1,9,3
2023-09-12 18:46:57,2023-09-12,Toys,smartphone case,108,0.2348,0.0765,44.47,86.28,1,9,3
2023-09-12 18:46:57,2023-09-12,Toys,resistance bands,98,0.0162,0.0776,56.43,6.95,1,9,3
2023-09-12 18:46:57,2023-09-12,Home,winter jacket,92,0.1812,0.0719,27.53,33.01,1,9,3
2023-09-12 18:46:57,2023-09-12,Books,winter jacket,113,0.1868,0.0613,37.62,48.71,1,9,3
2023-09-12 18:46:57,2023-09-12,Home,cookbook,94,0.122,0.1117,22.92,29.36,1,9,3
2023-09-12 18:46:57,2023-09-12,Sports,yoga mat,99,0.1409,0.0437,22.04,13.42,1,9,3
2023-09-12 18:46:57,2023-09-12,Electronics,protein powder,120,0.1513,0.048,21.18,18.44,1,9,3
2023-09-12 18:46:57,2023-09-12,Books,mystery novel,120,0.181,0.1621,17.04,59.99,1,9,3
2023-09-12 18:46:57,2023-09-12,Sports,yoga mat,94,0.1374,0.0975,47.95,60.38,1,9,3
2023-09-13 18:46:57,2023-09-13,Home,winter coat,96,0.1277,0.044,32.11,17.31,2,9,3
2023-09-13 18:46:57,2023-09-13,Sports,hiking boots,102,0.1062,0.1161,51.46,64.7,2,9,3
2023-09-13 18:46:57,2023-09-13,Clothing,wireless headphones,97,0.1991,0.1011,119.07,232.55,2,9,3
2023-09-13 18:46:57,2023-09-13,Beauty,face cream,99,0.144,0.1198,72.84,124.44,2,9,3
2023-09-13 18:46:57,2023-09-13,Clothing,winter jacket,115,0.1116,0.0903,26.84,31.11,2,9,3
2023-09-13 18:46:57,2023-09-13,Clothing,face cream,105,0.0976,0.1006,16.35,16.85,2,9,3
2023-09-13 18:46:57,2023-09-13,Clothing,board game,104,0.203,0.0809,72.61,124.0,2,9,3
2023-09-13 18:46:57,2023-09-13,Toys,winter jacket,109,0.1745,0.0858,16.53,26.99,2,9,3
2023-09-13 18:46:57,2023-09-13,Toys,smartphone case,108,0.1944,0.0572,26.52,31.83,2,9,3
2023-09-13 18:46:57,2023-09-13,Clothing,resistance bands,75,0.2062,0.0711,26.44,29.06,2,9,3
2023-09-13 18:46:57,2023-09-13,Beauty,mystery novel,88,0.2768,0.0768,57.04,106.68,2,9,3
2023-09-13 18:46:57,2023-09-13,Home,puzzle,103,0.1634,0.0528,20.4,18.12,2,9,3
2023-09-14 18:46:57,2023-09-14,Home,wireless headphones,100,0.0557,0.1105,30.17,18.56,3,9,3
2023-09-14 18:46:57,2023-09-14,Clothing,wireless headphones,107,0.0616,0.0835,42.99,23.66,3,9,3
2023-09-14 18:46:57,2023-09-14,Books,laptop stand,115,0.0915,0.0925,27.31,26.57,3,9,3
2023-09-14 18:46:57,2023-09-14,Clothing,hiking boots,92,0.1563,0.0384,41.27,22.8,3,9,3
2023-09-14 18:46:57,2023-09-14,Electronics,puzzle,119,0.0726,0.0781,16.03,10.82,3,9,3
2023-09-14 18:46:57,2023-09-14,Beauty,coffee maker,110,0.1954,0.0253,40.25,21.93,3,9,3
2023-09-14 18:46:57,2023-09-14,Sports,laptop stand,101,0.1222,0.0894,43.04,47.48,3,9,3
2023-09-14 18:46:57,2023-09-14,Home,desk lamp,99,0.1624,0.05,36.37,29.23,3,9,3
2023-09-15 18:46:57,2023-09-15,Clothing,coffee maker,93,0.1269,0.0723,7.92,6.76,4,9,3
2023-09-15 18:46:57,2023-09-15,Toys,mystery novel,83,0.0988,0.0444,12.93,4.7,4,9,3
2023-09-15 18:46:57,2023-09-15,Books,puzzle,128,0.1053,0.0842,41.52,47.1,4,9,3
2023-09-15 18:46:57,2023-09-15,Toys,moisturizer,86,0.196,0.0713,37.85,45.48,4,9,3
2023-09-15 18:46:57,2023-09-15,Books,cookbook,114,0.282,0.1368,21.25,93.43,4,9,3
2023-09-15 18:46:57,2023-09-15,Toys,moisturizer,99,0.12,0.1032,45.1,55.33,4,9,3
2023-09-15 18:46:57,2023-09-15,Beauty,board game,98,0.1038,0.0382,22.41,8.71,4,9,3
2023-09-15 18:46:57,2023-09-15,Clothing,board game,104,0.0302,0.1058,25.39,8.43,4,9,3
2023-09-15 18:46:57,2023-09-15,Clothing,cookbook,102,0.1245,0.0885,39.96,44.9,4,9,3
2023-09-15 18:46:57,2023-09-15,Electronics,winter coat,99,0.2201,0.0553,60.83,73.28,4,9,3
2023-09-15 18:46:57,2023-09-15,Sports,smartphone case,103,0.2178,0.076,11.62,19.81,4,9,3
2023-09-15 18:46:57,2023-09-15,Beauty,coffee maker,90,0.1712,0.1035,32.75,52.23,4,9,3
2023-09-15 18:46:57,2023-09-15,Electronics,moisturizer,104,0.1981,0.0629,36.34,47.1,4,9,3
2023-09-15 18:46:57,2023-09-15,Electronics,face cream,98,0.0753,0.071,66.22,34.7,4,9,3
2023-09-15 18:46:57,2023-09-15,Clothing,smartphone case,108,0.1726,0.1005,32.21,60.33,4,9,3
2023-09-15 18:46:57,2023-09-15,Clothing,laptop stand,90,0.2218,0.0738,34.28,50.52,4,9,3
2023-09-15 18:46:57,2023-09-15,Books,mystery novel,110,0.1235,0.0756,64.35,66.12,4,9,3
2023-09-15 18:46:57,2023-09-15,Home,cookbook,111,0.01,0.1073,66.17,7.88,4,9,3
2023-09-15 18:46:57,2023-09-15,Home,protein powder,97,0.1211,0.0658,20.35,15.72,4,9,3
2023-09-15 18:46:57,2023-09-15,Beauty,board game,82,0.1351,0.0958,26.73,28.36,4,9,3
2023-09-15 18:46:57,2023-09-15,Electronics,laptop stand,87,0.1542,0.0563,41.3,31.21,4,9,3
2023-09-15 18:46:57,2023-09-15,Home,cookbook,104,0.2123,0.0726,9.88,15.83,4,9,3
2023-09-16 18:46:57,2023-09-16,Home,mystery novel,141,0.1926,0.125,31.88,108.2,5,9,3
2023-09-16 18:46:57,2023-09-16,Electronics,running shoes,127,0.1071,0.1243,72.68,122.86,5,9,3
2023-09-16 18:46:57,2023-09-16,Beauty,winter coat,124,0.1753,0.0693,34.17,51.47,5,9,3
2023-09-16 18:46:57,2023-09-16,Books,moisturizer,128,0.1282,0.0064,33.37,3.48,5,9,3
2023-09-16 18:46:57,2023-09-16,Clothing,coffee maker,145,0.2602,0.0518,33.69,65.84,5,9,3
2023-09-16 18:46:57,2023-09-16,Beauty,cookbook,117,0.1959,0.0803,32.87,60.5,5,9,3
2023-09-16 18:46:57,2023-09-16,Home,smartphone case,146,0.1221,0.075,36.2,48.36,5,9,3
2023-09-16 18:46:57,2023-09-16,Books,wireless headphones,110,0.197,0.08,23.97,41.53,5,9,3
2023-09-16 18:46:57,2023-09-16,Electronics,wireless headphones,133,0.216,0.0877,65.17,164.19,5,9,3
2023-09-17 18:46:57,2023-09-17,Sports,wireless headphones,119,0.1836,0.1356,25.36,75.12,6,9,3
2023-09-17 18:46:57,2023-09-17,Toys,wireless headphones,137,0.1382,0.055,52.07,54.21,6,9,3
2023-09-17 18:46:57,2023-09-17,Toys,winter coat,157,0.1853,0.0984,43.82,125.41,6,9,3
2023-09-17 18:46:57,2023-09-17,Home,wireless headphones,122,0.1401,0.1027,79.75,140.09,6,9,3
2023-09-17 18:46:57,2023-09-17,Clothing,coffee maker,139,0.2416,0.081,24.37,66.32,6,9,3
2023-09-17 18:46:57,2023-09-17,Books,cookbook,144,0.203,0.1628,40.29,191.76,6,9,3
2023-09-17 18:46:57,2023-09-17,Electronics,puzzle,127,0.2055,0.1056,40.66,112.06,6,9,3
2023-09-17 18:46:57,2023-09-17,Home,face cream,118,0.2094,0.0623,58.29,89.76,6,9,3
2023-09-17 18:46:57,2023-09-17,Toys,winter jacket,123,0.1572,0.0501,25.64,24.84,6,9,3
2023-09-17 18:46:57,2023-09-17,Toys,winter jacket,130,0.1853,0.091,32.47,71.14,6,9,3
2023-09-17 18:46:57,2023-09-17,Beauty,moisturizer,127,0.2439,0.0411,19.48,24.84,6,9,3
2023-09-17 18:46:57,2023-09-17,Sports,hiking boots,122,0.1189,0.0484,40.83,28.68,6,9,3
2023-09-18 18:46:57,2023-09-18,Clothing,running shoes,90,0.256,0.0333,31.05,23.83,0,9,3
2023-09-18 18:46:57,2023-09-18,Toys,running shoes,90,0.0579,0.081,19.5,8.24,0,9,3
2023-09-18 18:46:57,2023-09-18,Books,protein powder,98,0.2003,0.1233,109.28,264.55,0,9,3
2023-09-18 18:46:57,2023-09-18,Clothing,winter jacket,93,0.1662,0.0944,20.01,29.21,0,9,3
2023-09-18 18:46:57,2023-09-18,Clothing,laptop stand,90,0.1495,0.0164,33.81,7.45,0,9,3
2023-09-18 18:46:57,2023-09-18,Books,wireless headphones,96,0.0678,0.0408,42.1,11.19,0,9,3
2023-09-18 18:46:57,2023-09-18,Beauty,smartphone case,106,0.1253,0.0457,19.34,11.74,0,9,3
2023-09-19 18:46:57,2023-09-19,Toys,face cream,108,0.1855,0.0841,17.92,30.18,1,9,3
2023-09-19 18:46:57,2023-09-19,Beauty,puzzle,103,0.1078,0.1042,34.46,39.85,1,9,3
2023-09-19 18:46:57,2023-09-19,Toys,protein powder,95,0.2792,0.1347,19.67,70.3,1,9,3
2023-09-19 18:46:57,2023-09-19,Clothing,smartphone case,111,0.1404,0.1069,17.4,28.99,1,9,3
2023-09-19 18:46:57,2023-09-19,Toys,winter coat,106,0.0753,0.0569,76.29,34.65,1,9,3
2023-09-19 18:46:57,2023-09-19,Sports,coffee maker,114,0.1285,0.0853,16.97,21.2,1,9,3
2023-09-19 18:46:57,2023-09-19,Clothing,winter jacket,110,0.1228,0.1017,22.54,30.95,1,9,3
2023-09-19 18:46:57,2023-09-19,Electronics,board game,106,0.1629,0.015,37.48,9.71,1,9,3
2023-09-19 18:46:57,2023-09-19,Home,desk lamp,112,0.0467,0.0842,46.93,20.67,1,9,3
2023-09-19 18:46:57,2023-09-19,Clothing,running shoes,102,0.2052,0.0399,85.97,71.87,1,9,3
2023-09-19 18:46:57,2023-09-19,Electronics,hiking boots,104,0.1621,0.0744,54.21,67.96,1,9,3
2023-09-20 18:46:57,2023-09-20,Beauty,smartphone case,103,0.1831,0.0775,51.23,74.86,2,9,3
2023-09-20 18:46:57,2023-09-20,Books,moisturizer,90,0.169,0.0983,43.81,65.52,2,9,3
2023-09-20 18:46:57,2023-09-20,Books,cookbook,109,0.1494,0.1211,40.01,78.86,2,9,3
2023-09-20 18:46:57,2023-09-20,Toys,hiking boots,90,0.0773,0.0776,54.43,29.36,2,9,3
2023-09-20 18:46:57,2023-09-20,Sports,running shoes,90,0.2108,0.1348,29.37,75.1,2,9,3
2023-09-20 18:46:57,2023-09-20,Clothing,winter coat,101,0.1779,0.0562,46.7,47.17,2,9,3
2023-09-20 18:46:57,2023-09-20,Clothing,yoga mat,86,0.1279,0.0908,39.12,39.07,2,9,3
2023-09-20 18:46:57,2023-09-20,Electronics,wireless headphones,103,0.1052,0.0424,38.44,17.63,2,9,3
2023-09-20 18:46:57,2023-09-20,Books,cookbook,100,0.145,0.1201,37.06,64.53,2,9,3
2023-09-20 18:46:57,2023-09-20,Electronics,laptop stand,117,0.1559,0.0936,23.19,39.58,2,9,3
2023-09-20 18:46:57,2023-09-20,Beauty,smartphone case,101,0.138,0.0718,65.02,65.08,2,9,3
2023-09-20 18:46:57,2023-09-20,Sports,desk lamp,93,0.2017,0.1355,29.05,73.85,2,9,3
2023-09-20 18:46:57,2023-09-20,Clothing,hiking boots,103,0.0943,0.093,30.17,27.26,2,9,3
2023-09-20 18:46:57,2023-09-20,Books,cookbook,90,0.1482,0.1056,115.91,163.25,2,9,3
2023-09-20 18:46:57,2023-09-20,Toys,face cream,109,0.1456,0.0506,35.66,28.65,2,9,3
2023-09-20 18:46:57,2023-09-20,Toys,resistance bands,111,0.1374,0.0589,28.57,25.65,2,9,3
2023-09-20 18:46:57,2023-09-20,Toys,smartphone case,112,0.2047,0.0763,29.99,52.5,2,9,3
2023-09-20 18:46:57,2023-09-20,Home,cookbook,117,0.1431,0.0942,31.93,50.37,2,9,3
2023-09-20 18:46:57,2023-09-20,Home,protein powder,104,0.1268,0.0937,46.74,57.78,2,9,3
2023-09-20 18:46:57,2023-09-20,Books,hiking boots,100,0.2333,0.0879,55.34,113.54,2,9,3
2023-09-20 18:46:57,2023-09-20,Electronics,coffee maker,105,0.1158,0.0663,13.36,10.77,2,9,3
2023-09-20 18:46:57,2023-09-20,Sports,cookbook,111,0.1661,0.0912,74.84,125.76,2,9,3
2023-09-20 18:46:57,2023-09-20,Toys,puzzle,116,0.2221,0.0552,16.55,23.53,2,9,3
2023-09-20 18:46:57,2023-09-20,Toys,resistance bands,95,0.1146,0.029,39.93,12.59,2,9,3
2023-09-21 18:46:57,2023-09-21,Toys,cookbook,92,0.0738,0.089,23.18,13.99,3,9,3
2023-09-21 18:46:57,2023-09-21,Electronics,smartphone case,97,0.1576,0.066,78.59,79.31,3,9,3
2023-09-21 18:46:57,2023-09-21,Books,resistance bands,106,0.0996,0.0341,71.43,25.72,3,9,3
2023-09-21 18:46:57,2023-09-21,Books,board game,102,0.1574,0.082,22.64,29.78,3,9,3
2023-09-21 18:46:57,2023-09-21,Books,cookbook,82,0.0975,0.0385,17.52,5.4,3,9,3
2023-09-21 18:46:57,2023-09-21,Toys,resistance bands,97,0.1977,0.071,41.69,56.75,3,9,3
2023-09-21 18:46:57,2023-09-21,Sports,desk lamp,74,0.1721,0.0978,26.63,33.15,3,9,3
2023-09-21 18:46:57,2023-09-21,Clothing,puzzle,101,0.048,0.1054,24.59,12.57,3,9,3
2023-09-21 18:46:57,2023-09-21,Toys,running shoes,98,0.1266,0.1117,39.54,54.84,3,9,3
2023-09-21 18:46:57,2023-09-21,Beauty,hiking boots,96,0.1796,0.1742,23.4,70.31,3,9,3
2023-09-21 18:46:57,2023-09-21,Clothing,desk lamp,89,0.1973,0.0207,25.85,9.39,3,9,3
2023-09-21 18:46:57,2023-09-21,Electronics,winter coat,102,0.1585,0.1021,26.0,42.9,3,9,3
2023-09-21 18:46:57,2023-09-21,Books,coffee maker,89,0.1087,0.0854,105.52,87.24,3,9,3
2023-09-22 18:46:57,2023-09-22,Home,smartphone case,100,0.1853,0.1015,31.2,58.69,4,9,3
2023-09-22 18:46:57,2023-09-22,Clothing,protein powder,122,0.078,0.1147,26.5,28.92,4,9,3
2023-09-22 18:46:57,2023-09-22,Toys,resistance bands,107,0.0826,0.0572,26.52,13.39,4,9,3
2023-09-22 18:46:57,2023-09-22,Beauty,winter jacket,108,0.1597,0.0542,23.82,22.29,4,9,3
2023-09-22 18:46:57,2023-09-22,Electronics,face cream,93,0.1264,0.1218,40.95,58.59,4,9,3
2023-09-22 18:46:57,2023-09-22,Clothing,coffee maker,92,0.1031,0.1125,52.22,55.74,4,9,3
2023-09-22 18:46:57,2023-09-22,Books,moisturizer,93,0.228,0.148,43.45,136.31,4,9,3
2023-09-22 18:46:57,2023-09-22,Clothing,face cream,105,0.1505,0.0533,12.92,10.88,4,9,3
2023-09-22 18:46:57,2023-09-22,Electronics,puzzle,108,0.1001,0.065,20.8,14.61,4,9,3
2023-09-22 18:46:57,2023-09-22,Clothing,winter jacket,97,0.2008,0.0836,115.45,188.07,4,9,3
2023-09-22 18:46:57,2023-09-22,Clothing,winter coat,93,0.22,0.0927,43.75,82.93,4,9,3
2023-09-22 18:46:57,2023-09-22,Sports,yoga mat,94,0.0588,0.0496,81.29,22.28,4,9,3
2023-09-22 18:46:57,2023-09-22,Toys,resistance bands,96,0.3093,0.023,53.92,36.85,4,9,3
2023-09-22 18:46:57,2023-09-22,Electronics,desk lamp,105,0.1659,0.1046,5.1,9.29,4,9,3
2023-09-23 18:46:57,2023-09-23,Books,cookbook,127,0.1568,0.0786,56.79,88.86,5,9,3
2023-09-23 18:46:57,2023-09-23,Beauty,protein powder,140,0.1121,0.063,36.89,36.49,5,9,3
2023-09-23 18:46:57,2023-09-23,Electronics,moisturizer,130,0.0862,0.0654,40.2,29.48,5,9,3
2023-09-23 18:46:57,2023-09-23,Home,resistance bands,141,0.1599,0.0921,30.29,62.91,5,9,3
2023-09-23 18:46:57,2023-09-23,Home,puzzle,148,0.1111,0.0766,75.07,94.52,5,9,3
2023-09-23 18:46:57,2023-09-23,Electronics,running shoes,135,0.0779,0.0878,9.55,8.81,5,9,3
2023-09-23 18:46:57,2023-09-23,Home,puzzle,141,0.227,0.0906,23.0,66.67,5,9,3
2023-09-23 18:46:57,2023-09-23,Books,laptop stand,144,0.1613,0.1073,18.18,45.34,5,9,3
